date [-],day ahead price [PLN/MWh],imbalance price [PLN/MWh],load forecast [MWh],load actual [MWh],biomass [MWh],fossil brown coal/lignite [MWh],fossil coal-derived gas [MWh],fossil gas [MWh],fossil hard coal [MWh],fossil oil [MWh],hydro pumped storage [MWh],hydro run-of-river and poundage [MWh],hydro water reservoir [MWh],solar [MWh],wind onshore [MWh],total generation [MWh],renewable generation [MWh],non-renewable generation [MWh],solar's share in renewable [%],solar's share in total [%],wind's share in renewable [%],wind's share in total [%],renewable's share in total [%],non-renewable's share in total [%]
2024-06-15 20:15:00+02:00,,597.08,16970,15892,311,3472,110,1422,5044,219,79,157,270,11,1010,12105,1527,10578,0.01,0,0.66,0.08,0.13,0.87
2024-06-15 20:30:00+02:00,,597.09,16921,15794,317,3615,108,1364,5010,218,79,157,269,9,1042,12188,1556,10632,0.01,0,0.67,0.09,0.13,0.87
2024-06-15 20:45:00+02:00,,597.08,16871,15690,324,3587,108,1411,5023,219,75,156,270,5,1062,12240,1568,10672,0,0,0.68,0.09,0.13,0.87
2024-06-15 21:00:00+02:00,132.46,597.08,16799,15638,326,3559,109,1477,5005,220,79,149,145,0,1074,12143,1447,10696,0,0,0.74,0.09,0.12,0.88
2024-06-15 21:15:00+02:00,,597.11,16712,15760,327,3503,110,1427,5075,220,76,149,145,0,1132,12164,1502,10662,0,0,0.75,0.09,0.12,0.88
2024-06-15 21:30:00+02:00,,597.08,16618,15799,323,3537,109,1306,4970,219,77,149,145,0,1281,12116,1652,10464,0,0,0.78,0.11,0.14,0.86
2024-06-15 21:45:00+02:00,,589.49,16492,15577,323,3518,109,1266,4768,219,72,149,139,0,1356,11919,1716,10203,0,0,0.79,0.11,0.14,0.86
2024-06-15 22:00:00+02:00,133.05,607.11,16289,15482,323,3605,108,1509,5259,220,0,122,107,0,1355,12608,1584,11024,0,0,0.86,0.11,0.13,0.87
2024-06-15 22:15:00+02:00,,607.13,15994,15325,324,3605,107,1391,4981,220,0,122,88,0,1313,12151,1523,10628,0,0,0.86,0.11,0.13,0.87
2024-06-15 22:30:00+02:00,,607.08,15777,15008,327,3605,112,1281,4939,220,0,122,88,0,1349,12043,1559,10484,0,0,0.87,0.11,0.13,0.87
2024-06-15 22:45:00+02:00,,579.85,15393,14784,327,3493,110,1199,4742,220,0,122,88,0,1302,11603,1512,10091,0,0,0.86,0.11,0.13,0.87
2024-06-15 23:00:00+02:00,123.94,556.29,15139,14444,322,3644,109,1275,4691,220,0,117,83,0,1243,11704,1443,10261,0,0,0.86,0.11,0.12,0.88
2024-06-15 23:15:00+02:00,,540.14,14864,14152,323,3292,109,1215,4558,219,0,117,83,0,1214,11130,1414,9716,0,0,0.86,0.11,0.13,0.87
2024-06-15 23:30:00+02:00,,492.48,14565,13861,321,3206,107,1187,4582,220,0,117,83,0,1192,11015,1392,9623,0,0,0.86,0.11,0.13,0.87
2024-06-15 23:45:00+02:00,,398.28,14239,13568,321,2938,109,1197,4630,218,0,117,83,0,1132,10745,1332,9413,0,0,0.85,0.11,0.12,0.88
2024-06-16 00:00:00+02:00,100.54,455.62,13950,13415,314,2816,111,1196,4690,219,0,120,84,0,1131,10681,1335,9346,0,0,0.85,0.11,0.12,0.88
2024-06-16 00:15:00+02:00,,573.14,13750,13091,309,2547,110,1195,4565,219,0,120,84,0,1108,10257,1312,8945,0,0,0.84,0.11,0.13,0.87
2024-06-16 00:30:00+02:00,,504.39,13550,13080,307,2437,106,1176,4589,218,0,120,84,0,1127,10164,1331,8833,0,0,0.85,0.11,0.13,0.87
2024-06-16 00:45:00+02:00,,504.38,13400,12898,306,2345,109,1174,4658,218,0,120,84,0,1092,10106,1296,8810,0,0,0.84,0.11,0.13,0.87
2024-06-16 01:00:00+02:00,84.73,504.38,13300,12729,306,2439,108,1199,4745,220,0,120,45,0,1062,10244,1227,9017,0,0,0.87,0.1,0.12,0.88
2024-06-16 01:15:00+02:00,,504.36,13150,12692,308,2333,109,1180,4595,219,0,130,45,0,1044,9963,1219,8744,0,0,0.86,0.1,0.12,0.88
2024-06-16 01:30:00+02:00,,449.94,13000,12354,305,2275,110,1174,4593,218,0,120,45,0,1011,9851,1176,8675,0,0,0.86,0.1,0.12,0.88
2024-06-16 01:45:00+02:00,,441.35,12900,12453,310,2338,107,1175,4738,221,0,120,45,0,981,10035,1146,8889,0,0,0.86,0.1,0.11,0.89
2024-06-16 02:00:00+02:00,82.35,454.27,12800,12385,308,2344,111,1185,4711,219,0,120,45,0,955,9998,1120,8878,0,0,0.85,0.1,0.11,0.89
2024-06-16 02:15:00+02:00,,449.94,12750,12240,306,2343,110,1173,4720,220,0,120,45,0,956,9993,1121,8872,0,0,0.85,0.1,0.11,0.89
2024-06-16 02:30:00+02:00,,428.45,12650,12125,304,2311,105,1175,4703,220,0,120,45,0,929,9912,1094,8818,0,0,0.85,0.09,0.11,0.89
2024-06-16 02:45:00+02:00,,358.89,12600,12006,309,2207,109,1175,4737,220,0,120,45,0,894,9816,1059,8757,0,0,0.84,0.09,0.11,0.89
2024-06-16 03:00:00+02:00,82.3,437.03,12550,12037,306,2258,111,1175,4866,220,0,120,45,0,885,9986,1050,8936,0,0,0.84,0.09,0.11,0.89
2024-06-16 03:15:00+02:00,,441.35,12500,11967,308,2266,108,1174,4815,219,0,120,45,0,908,9963,1073,8890,0,0,0.85,0.09,0.11,0.89
2024-06-16 03:30:00+02:00,,428.45,12400,11931,308,2236,111,1174,4759,220,0,120,45,0,916,9889,1081,8808,0,0,0.85,0.09,0.11,0.89
2024-06-16 03:45:00+02:00,,428.45,12300,11702,308,2219,110,1175,4649,220,0,120,45,0,879,9725,1044,8681,0,0,0.84,0.09,0.11,0.89
2024-06-16 04:00:00+02:00,80.69,449.94,12200,11577,309,2261,111,1175,4689,220,0,120,45,0,874,9804,1039,8765,0,0,0.84,0.09,0.11,0.89
2024-06-16 04:15:00+02:00,,432.71,12150,11406,307,2209,110,1150,4557,218,0,120,45,1,881,9598,1047,8551,0,0,0.84,0.09,0.11,0.89
2024-06-16 04:30:00+02:00,,351.66,12150,11327,306,2127,110,1129,4468,218,0,120,45,3,892,9418,1060,8358,0,0,0.84,0.09,0.11,0.89
2024-06-16 04:45:00+02:00,,351.66,12150,11323,308,2116,108,1128,4483,220,0,120,45,16,907,9451,1088,8363,0.01,0,0.83,0.1,0.12,0.88
2024-06-16 05:00:00+02:00,82.45,449.94,12150,11226,307,2261,108,1129,4662,218,0,120,58,25,944,9832,1147,8685,0.02,0,0.82,0.1,0.12,0.88
2024-06-16 05:15:00+02:00,,441.35,12150,11421,308,2223,109,1090,4496,218,0,120,58,33,956,9611,1167,8444,0.03,0,0.82,0.1,0.12,0.88
2024-06-16 05:30:00+02:00,,359.33,12150,11505,307,2014,109,1089,4486,218,0,120,58,57,948,9406,1183,8223,0.05,0.01,0.8,0.1,0.13,0.87
2024-06-16 05:45:00+02:00,,330.74,12200,11576,308,1958,107,1088,4436,218,0,120,58,81,964,9338,1223,8115,0.07,0.01,0.79,0.1,0.13,0.87
2024-06-16 06:00:00+02:00,75.6,329.47,12400,11883,309,2180,108,1136,4763,219,0,139,66,86,895,9901,1186,8715,0.07,0.01,0.75,0.09,0.12,0.88
2024-06-16 06:15:00+02:00,,329.47,12650,11959,309,1932,107,1137,4685,217,0,139,66,105,854,9551,1164,8387,0.09,0.01,0.73,0.09,0.12,0.88
2024-06-16 06:30:00+02:00,,218.16,12850,12062,307,1930,107,1136,4663,217,0,140,66,127,800,9493,1133,8360,0.11,0.01,0.71,0.08,0.12,0.88
2024-06-16 06:45:00+02:00,,198.16,13100,12180,310,1869,108,1096,4492,218,0,139,66,144,709,9151,1058,8093,0.14,0.02,0.67,0.08,0.12,0.88
2024-06-16 07:00:00+02:00,87.1,218.16,13300,12431,305,1940,109,1138,4795,218,0,151,71,183,646,9556,1051,8505,0.17,0.02,0.61,0.07,0.11,0.89
2024-06-16 07:15:00+02:00,,263.09,13500,12897,307,1923,111,1157,4830,218,0,151,58,188,558,9501,955,8546,0.2,0.02,0.58,0.06,0.1,0.9
2024-06-16 07:30:00+02:00,,295.28,13750,12948,306,2020,111,1131,4772,217,0,151,58,205,467,9438,881,8557,0.23,0.02,0.53,0.05,0.09,0.91
2024-06-16 07:45:00+02:00,,379.59,14050,13463,303,1958,111,1164,4775,218,0,151,58,226,408,9372,843,8529,0.27,0.02,0.48,0.04,0.09,0.91
2024-06-16 08:00:00+02:00,83.11,362.2,14250,13585,304,1948,109,1143,4815,217,0,140,53,227,361,9317,781,8536,0.29,0.02,0.46,0.04,0.08,0.92
2024-06-16 08:15:00+02:00,,431.61,14450,13511,304,1960,111,1136,4881,217,0,140,53,256,342,9400,791,8609,0.32,0.03,0.43,0.04,0.08,0.92
2024-06-16 08:30:00+02:00,,362.2,14650,13814,303,1922,109,1136,4789,216,0,139,53,315,313,9295,820,8475,0.38,0.03,0.38,0.03,0.09,0.91
2024-06-16 08:45:00+02:00,,362.2,14850,14415,307,1907,108,1137,4830,218,0,140,53,341,315,9356,849,8507,0.4,0.04,0.37,0.03,0.09,0.91
2024-06-16 09:00:00+02:00,82.41,444.62,15050,14726,307,1914,108,1120,4883,218,0,137,55,331,315,9388,838,8550,0.39,0.04,0.38,0.03,0.09,0.91
2024-06-16 09:15:00+02:00,,359.15,15200,14677,307,1923,104,1108,4698,218,0,137,55,372,313,9235,877,8358,0.42,0.04,0.36,0.03,0.09,0.91
2024-06-16 09:30:00+02:00,,198.16,15300,14937,303,1976,105,1076,4629,217,0,137,55,386,311,9195,889,8306,0.43,0.04,0.35,0.03,0.1,0.9
2024-06-16 09:45:00+02:00,,333.06,15350,14804,306,2059,105,1209,4773,219,0,137,55,422,345,9630,959,8671,0.44,0.04,0.36,0.04,0.1,0.9
2024-06-16 10:00:00+02:00,82.61,452.31,15400,14725,308,2327,105,1230,4864,218,0,132,52,476,358,10070,1018,9052,0.47,0.05,0.35,0.04,0.1,0.9
2024-06-16 10:15:00+02:00,,452.31,15450,15093,303,2118,102,1118,4811,218,0,131,51,474,346,9672,1002,8670,0.47,0.05,0.35,0.04,0.1,0.9
2024-06-16 10:30:00+02:00,,448.92,15500,15138,307,2065,102,1119,4859,218,0,133,51,479,349,9682,1012,8670,0.47,0.05,0.34,0.04,0.1,0.9
2024-06-16 10:45:00+02:00,,452.31,15550,15157,307,2058,107,1117,4840,219,0,132,51,487,346,9664,1016,8648,0.48,0.05,0.34,0.04,0.11,0.89
2024-06-16 11:00:00+02:00,82.25,358.45,15600,15142,304,2073,108,1115,4936,218,0,132,51,529,375,9841,1087,8754,0.49,0.05,0.34,0.04,0.11,0.89
2024-06-16 11:15:00+02:00,,358.45,15650,15292,303,2079,107,1108,4888,219,0,132,51,540,402,9829,1125,8704,0.48,0.05,0.36,0.04,0.11,0.89
2024-06-16 11:30:00+02:00,,334.17,15700,15322,305,2122,107,1134,4839,218,0,132,51,527,374,9809,1084,8725,0.49,0.05,0.35,0.04,0.11,0.89
2024-06-16 11:45:00+02:00,,448.92,15750,14991,304,2339,107,1246,5107,220,0,132,51,514,362,10382,1059,9323,0.49,0.05,0.34,0.03,0.1,0.9
2024-06-16 12:00:00+02:00,82.55,359.76,15750,15075,305,2469,109,1282,5043,218,0,132,51,578,384,10571,1145,9426,0.5,0.05,0.34,0.04,0.11,0.89
2024-06-16 12:15:00+02:00,,359.76,15750,15160,304,2584,107,1235,4869,220,0,132,51,575,363,10440,1121,9319,0.51,0.06,0.32,0.03,0.11,0.89
2024-06-16 12:30:00+02:00,,359.76,15750,15230,305,2399,104,1112,4803,218,0,132,51,562,321,10007,1066,8941,0.53,0.06,0.3,0.03,0.11,0.89
2024-06-16 12:45:00+02:00,,359.76,15750,15196,305,2398,106,1233,4852,218,0,132,51,527,331,10153,1041,9112,0.51,0.05,0.32,0.03,0.1,0.9
2024-06-16 13:00:00+02:00,82.8,360.85,15750,15401,302,2283,108,1117,4959,219,0,132,51,548,324,10043,1055,8988,0.52,0.05,0.31,0.03,0.11,0.89
2024-06-16 13:15:00+02:00,,360.85,15700,15457,304,2268,106,1113,4903,220,0,131,51,529,345,9970,1056,8914,0.5,0.05,0.33,0.03,0.11,0.89
2024-06-16 13:30:00+02:00,,360.85,15650,15338,305,2233,108,1114,4889,219,0,132,51,490,345,9886,1018,8868,0.48,0.05,0.34,0.03,0.1,0.9
2024-06-16 13:45:00+02:00,,360.85,15600,15148,300,2264,106,1105,4922,220,0,131,51,516,367,9982,1065,8917,0.48,0.05,0.34,0.04,0.11,0.89
2024-06-16 14:00:00+02:00,84.42,367.91,15600,15289,304,2191,105,1097,4688,219,0,131,51,521,353,9660,1056,8604,0.49,0.05,0.33,0.04,0.11,0.89
2024-06-16 14:15:00+02:00,,336.45,15600,15070,305,2230,104,1104,4694,219,0,131,51,511,355,9704,1048,8656,0.49,0.05,0.34,0.04,0.11,0.89
2024-06-16 14:30:00+02:00,,367.91,15600,15151,303,2218,104,1127,4842,219,0,131,51,390,365,9750,937,8813,0.42,0.04,0.39,0.04,0.1,0.9
2024-06-16 14:45:00+02:00,,367.91,15600,15101,303,2310,104,1098,4748,220,0,131,51,414,365,9744,961,8783,0.43,0.04,0.38,0.04,0.1,0.9
2024-06-16 15:00:00+02:00,84.97,310.76,15600,14984,305,2350,105,1114,4799,219,0,131,51,435,334,9843,951,8892,0.46,0.04,0.35,0.03,0.1,0.9
2024-06-16 15:15:00+02:00,,333.06,15600,14985,304,2387,107,1114,4815,217,0,131,51,441,385,9952,1008,8944,0.44,0.04,0.38,0.04,0.1,0.9
2024-06-16 15:30:00+02:00,,370.31,15600,14894,304,2339,105,1116,4799,219,0,131,51,429,381,9874,992,8882,0.43,0.04,0.38,0.04,0.1,0.9
2024-06-16 15:45:00+02:00,,370.31,15600,14894,302,2240,103,1097,4868,218,0,131,51,415,389,9814,986,8828,0.42,0.04,0.39,0.04,0.1,0.9
2024-06-16 16:00:00+02:00,91.18,383.21,15600,14821,303,2225,103,1096,4884,220,0,140,54,392,412,9829,998,8831,0.39,0.04,0.41,0.04,0.1,0.9
2024-06-16 16:15:00+02:00,,336.45,15600,14556,304,2362,104,1100,4916,220,0,141,54,379,413,9993,987,9006,0.38,0.04,0.42,0.04,0.1,0.9
2024-06-16 16:30:00+02:00,,386.46,15650,14533,303,2408,105,1127,4976,220,0,140,96,440,463,10278,1139,9139,0.39,0.04,0.41,0.05,0.11,0.89
2024-06-16 16:45:00+02:00,,397.37,15750,14779,305,2507,104,1152,5108,221,0,140,96,432,445,10510,1113,9397,0.39,0.04,0.4,0.04,0.11,0.89
2024-06-16 17:00:00+02:00,105.44,459.52,15850,15019,303,2434,105,1146,4945,221,0,148,139,367,403,10211,1057,9154,0.35,0.04,0.38,0.04,0.1,0.9
2024-06-16 17:15:00+02:00,,504.36,16000,14708,303,2796,100,1164,4942,221,0,148,139,342,403,10558,1032,9526,0.33,0.03,0.39,0.04,0.1,0.9
2024-06-16 17:30:00+02:00,,562.01,16150,14537,303,2994,105,1306,5199,221,17,148,138,285,398,11114,986,10128,0.29,0.03,0.4,0.04,0.09,0.91
2024-06-16 17:45:00+02:00,,608.77,16300,15031,302,2733,103,1411,5725,221,16,148,164,269,433,11525,1030,10495,0.26,0.02,0.42,0.04,0.09,0.91
2024-06-16 18:00:00+02:00,98.06,562.01,16450,14987,303,2302,101,1145,5051,222,17,174,107,227,485,10134,1010,9124,0.22,0.02,0.48,0.05,0.1,0.9
2024-06-16 18:15:00+02:00,,389.77,16500,15183,305,2376,102,1144,5053,222,17,174,107,183,511,10194,992,9202,0.18,0.02,0.52,0.05,0.1,0.9
2024-06-16 18:30:00+02:00,,504.37,16600,15236,302,2805,101,1140,5145,222,16,174,107,150,520,10682,967,9715,0.16,0.01,0.54,0.05,0.09,0.91
2024-06-16 18:45:00+02:00,,562.01,16600,14896,304,3049,105,1150,5084,221,0,174,107,116,550,10860,947,9913,0.12,0.01,0.58,0.05,0.09,0.91
2024-06-16 19:00:00+02:00,126.4,562.01,16600,15124,304,3471,103,1142,5146,223,0,169,105,92,499,11254,865,10389,0.11,0.01,0.58,0.04,0.08,0.92
2024-06-16 19:15:00+02:00,,562.01,16600,15330,302,3677,104,1164,5221,222,0,170,105,66,519,11550,860,10690,0.08,0.01,0.6,0.04,0.07,0.93
2024-06-16 19:30:00+02:00,,562.04,16600,15202,303,3687,103,1219,5198,222,0,169,169,49,561,11680,948,10732,0.05,0,0.59,0.05,0.08,0.92
2024-06-16 19:45:00+02:00,,562.01,16600,15255,303,3645,106,1177,5226,222,0,169,170,39,597,11654,975,10679,0.04,0,0.61,0.05,0.08,0.92
2024-06-16 20:00:00+02:00,145.2,632.8,16600,15244,304,3654,104,1291,5272,222,84,168,174,23,616,11912,1065,10847,0.02,0,0.58,0.05,0.09,0.91
2024-06-16 20:15:00+02:00,,632.8,16600,15209,302,3659,104,1265,5542,221,83,169,232,16,644,12237,1144,11093,0.01,0,0.56,0.05,0.09,0.91
2024-06-16 20:30:00+02:00,,632.8,16600,15224,302,3682,107,1237,5489,221,100,169,236,8,690,12241,1203,11038,0.01,0,0.57,0.06,0.1,0.9
2024-06-16 20:45:00+02:00,,632.8,16600,15126,309,3675,103,1326,5484,221,95,169,215,5,731,12333,1215,11118,0,0,0.6,0.06,0.1,0.9
2024-06-16 21:00:00+02:00,154.76,674.46,16600,15222,304,3539,107,1232,5318,222,97,161,211,0,760,11951,1229,10722,0,0,0.62,0.06,0.1,0.9
2024-06-16 21:15:00+02:00,,674.46,16550,15208,307,3648,104,1212,5307,221,95,161,150,0,805,12010,1211,10799,0,0,0.66,0.07,0.1,0.9
2024-06-16 21:30:00+02:00,,674.46,16500,15078,305,3637,102,1196,5313,223,112,162,170,0,824,12044,1268,10776,0,0,0.65,0.07,0.11,0.89
2024-06-16 21:45:00+02:00,,674.46,16450,15221,308,3613,103,1321,5348,223,89,161,213,0,830,12209,1293,10916,0,0,0.64,0.07,0.11,0.89
2024-06-16 22:00:00+02:00,136.92,596.71,16200,15237,306,3613,103,1202,5269,223,16,139,138,0,869,11878,1162,10716,0,0,0.75,0.07,0.1,0.9
2024-06-16 22:15:00+02:00,,596.71,16000,14954,305,3613,101,1230,5076,221,16,140,138,0,907,11747,1201,10546,0,0,0.76,0.08,0.1,0.9
2024-06-16 22:30:00+02:00,,596.71,15650,14790,304,3571,102,1166,4936,221,16,140,159,0,943,11558,1258,10300,0,0,0.75,0.08,0.11,0.89
2024-06-16 22:45:00+02:00,,596.71,15400,14537,306,3363,105,1156,4815,221,0,140,115,0,973,11194,1228,9966,0,0,0.79,0.09,0.11,0.89
2024-06-16 23:00:00+02:00,98.78,504.37,15150,14080,303,3329,105,1163,4867,220,0,137,113,0,984,11221,1234,9987,0,0,0.8,0.09,0.11,0.89
2024-06-16 23:15:00+02:00,,430.49,14850,13983,305,3034,104,1162,4864,221,0,137,113,0,1021,10961,1271,9690,0,0,0.8,0.09,0.12,0.88
2024-06-16 23:30:00+02:00,,383.21,14600,13578,303,2751,100,1157,4787,223,0,137,112,0,1041,10611,1290,9321,0,0,0.81,0.1,0.12,0.88
2024-06-16 23:45:00+02:00,,325.28,14300,13474,302,2585,103,1169,4786,221,0,137,92,0,1024,10419,1253,9166,0,0,0.82,0.1,0.12,0.88
2024-06-17 00:00:00+02:00,99.13,354.28,14000,13705,304,2755,104,1072,4936,222,0,126,43,0,1029,10591,1198,9393,0,0,0.86,0.1,0.11,0.89
2024-06-17 00:15:00+02:00,,432.02,13750,13361,301,2577,103,1021,4732,221,0,126,47,0,1049,10177,1222,8955,0,0,0.86,0.1,0.12,0.88
2024-06-17 00:30:00+02:00,,401,13600,13239,306,2719,103,996,4434,222,0,126,48,0,1060,10014,1234,8780,0,0,0.86,0.11,0.12,0.88
2024-06-17 00:45:00+02:00,,328.67,13500,13147,305,2645,109,988,4465,221,0,126,48,0,1084,9991,1258,8733,0,0,0.86,0.11,0.13,0.87
2024-06-17 01:00:00+02:00,72.85,317.49,13400,13002,305,2943,106,1002,4533,222,0,126,48,0,1092,10377,1266,9111,0,0,0.86,0.11,0.12,0.88
2024-06-17 01:15:00+02:00,,198.16,13250,12997,305,2651,106,1001,4578,221,0,126,43,0,1093,10124,1262,8862,0,0,0.87,0.11,0.12,0.88
2024-06-17 01:30:00+02:00,,166.11,13150,12860,302,2396,107,1016,4650,221,0,126,43,0,1066,9927,1235,8692,0,0,0.86,0.11,0.12,0.88
2024-06-17 01:45:00+02:00,,152.32,13150,12827,303,2397,108,1012,4616,220,0,126,43,0,1088,9913,1257,8656,0,0,0.87,0.11,0.13,0.87
2024-06-17 02:00:00+02:00,68.62,171.32,13100,12785,302,2520,106,1025,4707,222,0,125,42,0,1109,10158,1276,8882,0,0,0.87,0.11,0.13,0.87
2024-06-17 02:15:00+02:00,,185.05,13100,12774,301,2644,106,999,4646,220,0,126,42,0,1068,10152,1236,8916,0,0,0.86,0.11,0.12,0.88
2024-06-17 02:30:00+02:00,,178.16,13100,12765,304,2477,107,999,4818,221,0,125,42,0,1077,10170,1244,8926,0,0,0.87,0.11,0.12,0.88
2024-06-17 02:45:00+02:00,,160.44,13100,12618,302,2541,106,1001,4689,221,0,125,42,0,1056,10083,1223,8860,0,0,0.86,0.1,0.12,0.88
2024-06-17 03:00:00+02:00,71.17,171.03,13100,12774,301,2707,107,985,4776,222,0,126,42,0,1032,10298,1200,9098,0,0,0.86,0.1,0.12,0.88
2024-06-17 03:15:00+02:00,,218.16,13100,12669,299,2761,107,970,4760,220,0,125,42,0,967,10251,1134,9117,0,0,0.85,0.09,0.11,0.89
2024-06-17 03:30:00+02:00,,310.17,13100,12489,305,2998,109,944,4568,221,0,125,42,0,925,10237,1092,9145,0,0,0.85,0.09,0.11,0.89
2024-06-17 03:45:00+02:00,,310.17,13000,12513,308,2982,109,960,4662,219,0,125,42,0,897,10304,1064,9240,0,0,0.84,0.09,0.1,0.9
2024-06-17 04:00:00+02:00,72.99,318.1,13050,12602,306,3245,108,963,4700,220,0,125,42,0,899,10608,1066,9542,0,0,0.84,0.08,0.1,0.9
2024-06-17 04:15:00+02:00,,310.28,13100,12549,307,3264,108,959,4614,218,0,125,42,1,870,10508,1038,9470,0,0,0.84,0.08,0.1,0.9
2024-06-17 04:30:00+02:00,,318.1,13100,13017,303,3442,108,962,4669,220,0,125,42,4,862,10737,1033,9704,0,0,0.83,0.08,0.1,0.9
2024-06-17 04:45:00+02:00,,430.23,13200,12966,308,3342,110,958,4702,219,0,125,42,16,855,10677,1038,9639,0.02,0,0.82,0.08,0.1,0.9
2024-06-17 05:00:00+02:00,91.57,443.07,13550,13329,305,3766,109,958,4845,220,0,125,42,24,901,11295,1092,10203,0.02,0,0.83,0.08,0.1,0.9
2024-06-17 05:15:00+02:00,,447.37,13850,13779,302,4113,107,944,4811,220,0,125,42,40,874,11578,1081,10497,0.04,0,0.81,0.08,0.09,0.91
2024-06-17 05:30:00+02:00,,504.39,14250,14090,302,4213,107,1005,4886,219,0,125,42,52,840,11791,1059,10732,0.05,0,0.79,0.07,0.09,0.91
2024-06-17 05:45:00+02:00,,570.97,15100,14836,305,4235,110,1127,5343,220,0,125,83,77,747,12372,1032,11340,0.07,0.01,0.72,0.06,0.08,0.92
2024-06-17 06:00:00+02:00,120,575.63,16400,16001,303,4241,109,1113,5445,219,0,145,92,102,674,12443,1013,11430,0.1,0.01,0.67,0.05,0.08,0.92
2024-06-17 06:15:00+02:00,,601.4,16900,16777,304,4454,108,1100,5590,219,0,145,92,105,617,12734,959,11775,0.11,0.01,0.64,0.05,0.08,0.92
2024-06-17 06:30:00+02:00,,565.32,17450,17361,304,4529,108,1084,5384,220,0,145,92,153,603,12622,993,11629,0.15,0.01,0.61,0.05,0.08,0.92
2024-06-17 06:45:00+02:00,,575.65,18050,17904,305,4526,107,1038,5734,218,0,147,93,218,529,12915,987,11928,0.22,0.02,0.54,0.04,0.08,0.92
2024-06-17 07:00:00+02:00,129.5,660,18600,18547,303,4793,111,1321,6163,219,0,149,134,289,455,13937,1027,12910,0.28,0.02,0.44,0.03,0.07,0.93
2024-06-17 07:15:00+02:00,,618.73,19000,18698,302,4836,107,1327,6076,220,0,149,134,307,395,13853,985,12868,0.31,0.02,0.4,0.03,0.07,0.93
2024-06-17 07:30:00+02:00,,623.6,19350,19054,306,4741,109,1327,5856,220,0,149,133,404,324,13569,1010,12559,0.4,0.03,0.32,0.02,0.07,0.93
2024-06-17 07:45:00+02:00,,581.01,19650,19469,303,4681,110,1304,5790,220,0,149,134,408,300,13399,991,12408,0.41,0.03,0.3,0.02,0.07,0.93
2024-06-17 08:00:00+02:00,107.41,641.89,19850,19702,301,4578,107,1338,6068,221,0,152,95,530,276,13666,1053,12613,0.5,0.04,0.26,0.02,0.08,0.92
2024-06-17 08:15:00+02:00,,740,20000,19926,304,4618,107,1274,6025,220,0,152,95,545,263,13603,1055,12548,0.52,0.04,0.25,0.02,0.08,0.92
2024-06-17 08:30:00+02:00,,619.6,20000,19892,301,4316,109,1124,5714,221,0,152,95,599,264,12895,1110,11785,0.54,0.05,0.24,0.02,0.09,0.91
2024-06-17 08:45:00+02:00,,457.88,20150,19873,306,4234,110,1010,5180,219,0,152,95,668,276,12250,1191,11059,0.56,0.05,0.23,0.02,0.1,0.9
2024-06-17 09:00:00+02:00,82.69,571,20200,20076,303,4298,110,1126,5627,220,0,142,52,736,291,12905,1221,11684,0.6,0.06,0.24,0.02,0.09,0.91
2024-06-17 09:15:00+02:00,,555.99,20300,19796,303,3965,109,1098,5153,219,0,142,52,796,294,12131,1284,10847,0.62,0.07,0.23,0.02,0.11,0.89
2024-06-17 09:30:00+02:00,,360.37,20350,19836,305,3742,110,1081,5344,220,0,142,52,835,308,12139,1337,10802,0.62,0.07,0.23,0.03,0.11,0.89
2024-06-17 09:45:00+02:00,,360.37,20200,19298,306,3472,109,1018,5107,221,0,142,52,876,353,11656,1423,10233,0.62,0.08,0.25,0.03,0.12,0.88
2024-06-17 10:00:00+02:00,64.58,281.45,20000,19091,305,3364,112,1061,4914,220,0,132,47,915,383,11453,1477,9976,0.62,0.08,0.26,0.03,0.13,0.87
2024-06-17 10:15:00+02:00,,281.45,20100,19425,303,3192,110,954,4960,221,0,132,47,929,417,11265,1525,9740,0.61,0.08,0.27,0.04,0.14,0.86
2024-06-17 10:30:00+02:00,,281.45,20250,19454,303,3093,110,943,4880,219,0,133,47,960,454,11142,1594,9548,0.6,0.09,0.28,0.04,0.14,0.86
2024-06-17 10:45:00+02:00,,128.36,20400,19469,304,2936,107,938,4822,219,0,132,47,950,498,10953,1627,9326,0.58,0.09,0.31,0.05,0.15,0.85
2024-06-17 11:00:00+02:00,59.6,259.74,20450,19578,303,2995,110,1020,4927,220,0,131,46,952,537,11241,1666,9575,0.57,0.08,0.32,0.05,0.15,0.85
2024-06-17 11:15:00+02:00,,259.74,20500,19478,305,2918,108,1078,4821,220,0,130,46,887,561,11074,1624,9450,0.55,0.08,0.35,0.05,0.15,0.85
2024-06-17 11:30:00+02:00,,135.33,20550,19361,303,3083,109,910,4741,219,0,131,46,858,609,11009,1644,9365,0.52,0.08,0.37,0.06,0.15,0.85
2024-06-17 11:45:00+02:00,,259.74,20450,19758,298,3013,109,1017,4975,219,0,131,46,847,699,11354,1723,9631,0.49,0.07,0.41,0.06,0.15,0.85
2024-06-17 12:00:00+02:00,45.76,199.43,20550,19681,302,2979,113,991,4865,219,0,130,46,700,666,11011,1542,9469,0.45,0.06,0.43,0.06,0.14,0.86
2024-06-17 12:15:00+02:00,,199.43,20600,19772,302,3017,110,1001,5115,218,0,130,46,787,769,11495,1732,9763,0.45,0.07,0.44,0.07,0.15,0.85
